outer_fold,seed_index,q,inner_fold,fit_rows,holdout_rows,fit_groups,holdout_groups,group_intersection_count,channel_source,validation_outcomes_used,feature_columns,interaction_ridge,candidate_coefficients,control_coefficients,feature_map
CV01,10,8,aggregate,1024,1024,,,,,0,6,0.001,-0.006511822717012973;0.3306055014770242;-0.589812324390894;-0.5970652547618507;-0.2695022566068559;-3.010071633879112,-0.00616810194850577;-1.845671702149991;1.63361442724796;-0.2663115766774481;-0.3506836491249375;-0.2350880195306162,"[1,u,v,u*v,u^2,v^2]"
CV01,11,4,1,820,204,G01;G04;G05;G07;G08;G09;G11;G12,G02;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,11,4,2,701,323,G01;G02;G04;G08;G09;G10;G11,G05;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,11,4,3,836,188,G01;G02;G04;G05;G07;G10;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,11,4,4,715,309,G02;G05;G07;G08;G09;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,11,4,aggregate,1024,1024,,,,,0,6,0.001,-0.002651251176773013;0.2154231807910053;-0.5265867621613614;-0.05857380182032754;-0.2125774623707892;-0.7463971934701054,-0.001898061448057551;-1.002769869997729;0.6054459098416746;-1.098138318590049;-0.9723105582516962;-1.221217351440367,"[1,u,v,u*v,u^2,v^2]"
CV01,11,6,1,820,204,G01;G04;G05;G07;G08;G09;G11;G12,G02;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,11,6,2,701,323,G01;G02;G04;G08;G09;G10;G11,G05;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,11,6,3,836,188,G01;G02;G04;G05;G07;G10;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,11,6,4,715,309,G02;G05;G07;G08;G09;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,11,6,aggregate,1024,1024,,,,,0,6,0.001,-0.004830889262245667;0.5670782277480584;-0.7332051461268952;-0.2028070496034443;-0.04919767784808372;-1.855848039477702,-0.004090734813199853;-1.914244125666819;1.54325282670345;-0.1781543170716074;-0.3044366901445765;-0.09510944155340113,"[1,u,v,u*v,u^2,v^2]"
CV01,11,8,1,820,204,G01;G04;G05;G07;G08;G09;G11;G12,G02;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,11,8,2,701,323,G01;G02;G04;G08;G09;G10;G11,G05;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,11,8,3,836,188,G01;G02;G04;G05;G07;G10;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,11,8,4,715,309,G02;G05;G07;G08;G09;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,11,8,aggregate,1024,1024,,,,,0,6,0.001,-0.006618562540914673;0.3254628628838935;-0.590553323978809;-0.5203434593471234;-0.3048637208894082;-2.977651656522483,-0.006191381795331096;-1.841576189559477;1.6291677613854;-0.2603687073643338;-0.338495090907818;-0.2339999266324723,"[1,u,v,u*v,u^2,v^2]"
CV01,12,4,1,820,204,G01;G04;G05;G07;G08;G09;G11;G12,G02;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,12,4,2,701,323,G01;G02;G04;G08;G09;G10;G11,G05;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,12,4,3,836,188,G01;G02;G04;G05;G07;G10;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,12,4,4,715,309,G02;G05;G07;G08;G09;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,12,4,aggregate,1024,1024,,,,,0,6,0.001,-0.002656155620529898;0.2150066909531682;-0.5263607739898497;-0.05743328053388384;-0.2156209900325952;-0.7468254355822757,-0.001919336933334978;-1.008154288108257;0.6103065613068284;-1.091688018739179;-0.9630158791657804;-1.220860460375931,"[1,u,v,u*v,u^2,v^2]"
CV01,12,6,1,820,204,G01;G04;G05;G07;G08;G09;G11;G12,G02;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,12,6,2,701,323,G01;G02;G04;G08;G09;G10;G11,G05;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,12,6,3,836,188,G01;G02;G04;G05;G07;G10;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,12,6,4,715,309,G02;G05;G07;G08;G09;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,12,6,aggregate,1024,1024,,,,,0,6,0.001,-0.004973134423236265;0.5560852631888062;-0.744958773457286;-0.3253288396628469;-0.05908250894856842;-1.954358423460676,-0.004085075280156317;-1.906276577185654;1.529057755653795;-0.2228440500172389;-0.3493178464449263;-0.1309031788578985,"[1,u,v,u*v,u^2,v^2]"
CV01,12,8,1,820,204,G01;G04;G05;G07;G08;G09;G11;G12,G02;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,12,8,2,701,323,G01;G02;G04;G08;G09;G10;G11,G05;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,12,8,3,836,188,G01;G02;G04;G05;G07;G10;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,12,8,4,715,309,G02;G05;G07;G08;G09;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,12,8,aggregate,1024,1024,,,,,0,6,0.001,-0.006478961987858633;0.3091261664834057;-0.5911127018785265;-0.6872465170677158;-0.1858481451993353;-3.097073296605211,-0.006245119469338077;-1.85501295599321;1.641878592156716;-0.2586460033777094;-0.3457817133252567;-0.2288516809582292,"[1,u,v,u*v,u^2,v^2]"
CV01,13,4,1,820,204,G01;G04;G05;G07;G08;G09;G11;G12,G02;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,13,4,2,701,323,G01;G02;G04;G08;G09;G10;G11,G05;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,13,4,3,836,188,G01;G02;G04;G05;G07;G10;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,13,4,4,715,309,G02;G05;G07;G08;G09;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,13,4,aggregate,1024,1024,,,,,0,6,0.001,-0.002650889175882565;0.2153912116802813;-0.5264967485036038;-0.05872893964404457;-0.2117228651222205;-0.7479321461421874,-0.001903281519860597;-1.011905924211653;0.6139530622939356;-1.092964386081703;-0.9688314814938386;-1.217733367559813,"[1,u,v,u*v,u^2,v^2]"
CV01,13,6,1,820,204,G01;G04;G05;G07;G08;G09;G11;G12,G02;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,13,6,2,701,323,G01;G02;G04;G08;G09;G10;G11,G05;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,13,6,3,836,188,G01;G02;G04;G05;G07;G10;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,13,6,4,715,309,G02;G05;G07;G08;G09;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,13,6,aggregate,1024,1024,,,,,0,6,0.001,-0.004895859422065772;0.5781774186826365;-0.736277809840732;-0.1779785931174572;-0.057726688674125;-1.830037618526797,-0.004053362386962649;-1.899515982428982;1.530597724320324;-0.1819121491800152;-0.3062881926318641;-0.09620609596680293,"[1,u,v,u*v,u^2,v^2]"
CV01,13,8,1,820,204,G01;G04;G05;G07;G08;G09;G11;G12,G02;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,13,8,2,701,323,G01;G02;G04;G08;G09;G10;G11,G05;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,13,8,3,836,188,G01;G02;G04;G05;G07;G10;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,13,8,4,715,309,G02;G05;G07;G08;G09;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,13,8,aggregate,1024,1024,,,,,0,6,0.001,-0.006512203195046249;0.3141005458747276;-0.5876927357701339;-0.6465412518950234;-0.2301894296630596;-3.088191929359235,-0.006259878438612901;-1.855671154858648;1.640589421234055;-0.272164955561849;-0.3562224789387856;-0.2425536871830729,"[1,u,v,u*v,u^2,v^2]"
CV01,14,4,1,820,204,G01;G04;G05;G07;G08;G09;G11;G12,G02;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,14,4,2,701,323,G01;G02;G04;G08;G09;G10;G11,G05;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,14,4,3,836,188,G01;G02;G04;G05;G07;G10;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,14,4,4,715,309,G02;G05;G07;G08;G09;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,14,4,aggregate,1024,1024,,,,,0,6,0.001,-0.002650634911785092;0.2153790724251467;-0.5264141844718182;-0.05798047053056269;-0.2115346442729336;-0.7489427705097379,-0.001913410047175179;-1.01137445531616;0.6133468013967656;-1.090575555066007;-0.9709219763720733;-1.213349721153461,"[1,u,v,u*v,u^2,v^2]"
CV01,14,6,1,820,204,G01;G04;G05;G07;G08;G09;G11;G12,G02;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,14,6,2,701,323,G01;G02;G04;G08;G09;G10;G11,G05;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,14,6,3,836,188,G01;G02;G04;G05;G07;G10;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,14,6,4,715,309,G02;G05;G07;G08;G09;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,14,6,aggregate,1024,1024,,,,,0,6,0.001,-0.004969923003815214;0.5646070570890765;-0.7532832906868612;-0.3387293998268479;-0.06316046785372635;-1.970772607812879,-0.004079412873189567;-1.900004997137885;1.522336286452927;-0.2387316268360579;-0.3636606888478895;-0.1451365971130198,"[1,u,v,u*v,u^2,v^2]"
CV01,14,8,1,820,204,G01;G04;G05;G07;G08;G09;G11;G12,G02;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,14,8,2,701,323,G01;G02;G04;G08;G09;G10;G11,G05;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,14,8,3,836,188,G01;G02;G04;G05;G07;G10;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,14,8,4,715,309,G02;G05;G07;G08;G09;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,14,8,aggregate,1024,1024,,,,,0,6,0.001,-0.006589583417175715;0.3245993173133493;-0.5936407690335471;-0.6374475964851116;-0.2895482598741451;-3.015398833397191,-0.00617720188689921;-1.839451090257597;1.631518023418372;-0.2386209869496818;-0.3175459783377978;-0.216143380741976,"[1,u,v,u*v,u^2,v^2]"
CV01,15,4,1,820,204,G01;G04;G05;G07;G08;G09;G11;G12,G02;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,15,4,2,701,323,G01;G02;G04;G08;G09;G10;G11,G05;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,15,4,3,836,188,G01;G02;G04;G05;G07;G10;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,15,4,4,715,309,G02;G05;G07;G08;G09;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,15,4,aggregate,1024,1024,,,,,0,6,0.001,-0.002651699389752816;0.2154990306339193;-0.5267504629563209;-0.05939100697604607;-0.2123548532696903;-0.7455585978440077,-0.001905993194381546;-1.015641592599819;0.6172677526973589;-1.090446653937696;-0.9685462563655513;-1.212508353871036,"[1,u,v,u*v,u^2,v^2]"
CV01,15,6,1,820,204,G01;G04;G05;G07;G08;G09;G11;G12,G02;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,15,6,2,701,323,G01;G02;G04;G08;G09;G10;G11,G05;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,15,6,3,836,188,G01;G02;G04;G05;G07;G10;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,15,6,4,715,309,G02;G05;G07;G08;G09;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,15,6,aggregate,1024,1024,,,,,0,6,0.001,-0.00485871323113353;0.569962151946369;-0.7417775228797446;-0.2463397675719247;-0.0334148248144382;-1.884225752039205,-0.004095570707552804;-1.913987873158907;1.540830058779832;-0.19660903876056;-0.318864050887575;-0.1110070605603272,"[1,u,v,u*v,u^2,v^2]"
CV01,15,8,1,820,204,G01;G04;G05;G07;G08;G09;G11;G12,G02;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,15,8,2,701,323,G01;G02;G04;G08;G09;G10;G11,G05;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,15,8,3,836,188,G01;G02;G04;G05;G07;G10;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,15,8,4,715,309,G02;G05;G07;G08;G09;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,15,8,aggregate,1024,1024,,,,,0,6,0.001,-0.006517421689798264;0.3462218548995464;-0.600805202674434;-0.5918365558665902;-0.1871573454101456;-3.025647756140847,-0.006240361944078808;-1.836676840135126;1.621194225682251;-0.2706328188139362;-0.3632437119587111;-0.2351917284352011,"[1,u,v,u*v,u^2,v^2]"
CV01,16,4,1,820,204,G01;G04;G05;G07;G08;G09;G11;G12,G02;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,16,4,2,701,323,G01;G02;G04;G08;G09;G10;G11,G05;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,16,4,3,836,188,G01;G02;G04;G05;G07;G10;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,16,4,4,715,309,G02;G05;G07;G08;G09;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,16,4,aggregate,1024,1024,,,,,0,6,0.001,-0.0026570475758631;0.2148122435915397;-0.5264727815453397;-0.05980667583056528;-0.2177123801280963;-0.7461623466228542,-0.001922679210738208;-1.012293121758525;0.6140071377340922;-1.088649097074142;-0.9667966029942906;-1.212394838907865,"[1,u,v,u*v,u^2,v^2]"
CV01,16,6,1,820,204,G01;G04;G05;G07;G08;G09;G11;G12,G02;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,16,6,2,701,323,G01;G02;G04;G08;G09;G10;G11,G05;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,16,6,3,836,188,G01;G02;G04;G05;G07;G10;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,16,6,4,715,309,G02;G05;G07;G08;G09;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,16,6,aggregate,1024,1024,,,,,0,6,0.001,-0.004886985935789125;0.5475644875769373;-0.7402319411116072;-0.3519973521973991;-0.03703488311004922;-1.942149564778396,-0.004080855699641052;-1.894809911420661;1.52505425396708;-0.1853092232782909;-0.3107246472160418;-0.0960633885544547,"[1,u,v,u*v,u^2,v^2]"
CV01,16,8,1,820,204,G01;G04;G05;G07;G08;G09;G11;G12,G02;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,16,8,2,701,323,G01;G02;G04;G08;G09;G10;G11,G05;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,16,8,3,836,188,G01;G02;G04;G05;G07;G10;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,16,8,4,715,309,G02;G05;G07;G08;G09;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,16,8,aggregate,1024,1024,,,,,0,6,0.001,-0.006444899319065612;0.3189586025865919;-0.5959979557740926;-0.7208949888311673;-0.2459427083835488;-3.056740615679107,-0.006242130641098615;-1.84913990467117;1.634946658378464;-0.2692004771768586;-0.3536914228519111;-0.2391015597794193,"[1,u,v,u*v,u^2,v^2]"
CV01,17,4,1,820,204,G01;G04;G05;G07;G08;G09;G11;G12,G02;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,17,4,2,701,323,G01;G02;G04;G08;G09;G10;G11,G05;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,17,4,3,836,188,G01;G02;G04;G05;G07;G10;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,17,4,4,715,309,G02;G05;G07;G08;G09;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,17,4,aggregate,1024,1024,,,,,0,6,0.001,-0.002651451305900832;0.2152894481059665;-0.5265421264791765;-0.05907592934694163;-0.2125037236754121;-0.7496815505054274,-0.001890752534742791;-0.9999711933391269;0.6030858891754245;-1.102317816901441;-0.9696318368823782;-1.232360043619314,"[1,u,v,u*v,u^2,v^2]"
CV01,17,6,1,820,204,G01;G04;G05;G07;G08;G09;G11;G12,G02;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,17,6,2,701,323,G01;G02;G04;G08;G09;G10;G11,G05;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,17,6,3,836,188,G01;G02;G04;G05;G07;G10;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,17,6,4,715,309,G02;G05;G07;G08;G09;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,17,6,aggregate,1024,1024,,,,,0,6,0.001,-0.004944723262968691;0.5767211609260475;-0.7453471943748899;-0.2219000021018301;-0.04631527944476256;-1.890495170167401,-0.004142987537377863;-1.923763329214826;1.547066051129133;-0.198744436037525;-0.3271375565159615;-0.1118234439198209,"[1,u,v,u*v,u^2,v^2]"
CV01,17,8,1,820,204,G01;G04;G05;G07;G08;G09;G11;G12,G02;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,17,8,2,701,323,G01;G02;G04;G08;G09;G10;G11,G05;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,17,8,3,836,188,G01;G02;G04;G05;G07;G10;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,17,8,4,715,309,G02;G05;G07;G08;G09;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,17,8,aggregate,1024,1024,,,,,0,6,0.001,-0.006499905783306987;0.3205556987615861;-0.5884188972958792;-0.6751124352987127;-0.2514489330215861;-3.075844819133371,-0.006189233155282768;-1.83579800672653;1.630485923508735;-0.2194319418972381;-0.2924117113213799;-0.2027200610233068,"[1,u,v,u*v,u^2,v^2]"
CV01,18,4,1,820,204,G01;G04;G05;G07;G08;G09;G11;G12,G02;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,18,4,2,701,323,G01;G02;G04;G08;G09;G10;G11,G05;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,18,4,3,836,188,G01;G02;G04;G05;G07;G10;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,18,4,4,715,309,G02;G05;G07;G08;G09;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,18,4,aggregate,1024,1024,,,,,0,6,0.001,-0.002650751844033856;0.2153436842809554;-0.52647046728501;-0.05849925442001661;-0.2121726726537694;-0.7485350635746473,-0.001908969790829563;-1.020399717065926;0.6217083703554155;-1.086678094886431;-0.9724766764948436;-1.20372674215797,"[1,u,v,u*v,u^2,v^2]"
CV01,18,6,1,820,204,G01;G04;G05;G07;G08;G09;G11;G12,G02;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,18,6,2,701,323,G01;G02;G04;G08;G09;G10;G11,G05;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,18,6,3,836,188,G01;G02;G04;G05;G07;G10;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,18,6,4,715,309,G02;G05;G07;G08;G09;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,18,6,aggregate,1024,1024,,,,,0,6,0.001,-0.004915179241940361;0.5733820200491967;-0.7428526417906505;-0.2246512243018336;-0.06853506505006647;-1.854003802211014,-0.004074871743893482;-1.905355248184571;1.529068296124532;-0.2209257054165746;-0.3481827081764245;-0.1303194288792587,"[1,u,v,u*v,u^2,v^2]"
CV01,18,8,1,820,204,G01;G04;G05;G07;G08;G09;G11;G12,G02;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,18,8,2,701,323,G01;G02;G04;G08;G09;G10;G11,G05;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,18,8,3,836,188,G01;G02;G04;G05;G07;G10;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,18,8,4,715,309,G02;G05;G07;G08;G09;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,18,8,aggregate,1024,1024,,,,,0,6,0.001,-0.006556481151451051;0.2945647702009153;-0.5851714792886858;-0.7613993964087011;-0.2902946861972025;-3.075347698392922,-0.00622527276444233;-1.854966994462917;1.642339691255858;-0.2617738536106849;-0.3495067266653503;-0.2304062534090644,"[1,u,v,u*v,u^2,v^2]"
CV01,19,4,1,820,204,G01;G04;G05;G07;G08;G09;G11;G12,G02;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,19,4,2,701,323,G01;G02;G04;G08;G09;G10;G11,G05;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,19,4,3,836,188,G01;G02;G04;G05;G07;G10;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,19,4,4,715,309,G02;G05;G07;G08;G09;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,19,4,aggregate,1024,1024,,,,,0,6,0.001,-0.002650926334777339;0.215361733254991;-0.5264859012392574;-0.05844929242892494;-0.2121426237731835;-0.7483155653160769,-0.001904311157745587;-1.012780125635233;0.6146523549974449;-1.090986849099377;-0.9710873933607186;-1.213934443353405,"[1,u,v,u*v,u^2,v^2]"
CV01,19,6,1,820,204,G01;G04;G05;G07;G08;G09;G11;G12,G02;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,19,6,2,701,323,G01;G02;G04;G08;G09;G10;G11,G05;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,19,6,3,836,188,G01;G02;G04;G05;G07;G10;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,19,6,4,715,309,G02;G05;G07;G08;G09;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,19,6,aggregate,1024,1024,,,,,0,6,0.001,-0.004958585314793983;0.5494073678602178;-0.745186511716753;-0.3626106997042841;-0.05719819929443358;-1.987479678966735,-0.004075191008153818;-1.906975117431834;1.533869390928308;-0.1985481030892427;-0.3235916853979131;-0.1126025419207442,"[1,u,v,u*v,u^2,v^2]"
CV01,19,8,1,820,204,G01;G04;G05;G07;G08;G09;G11;G12,G02;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,19,8,2,701,323,G01;G02;G04;G08;G09;G10;G11,G05;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,19,8,3,836,188,G01;G02;G04;G05;G07;G10;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,19,8,4,715,309,G02;G05;G07;G08;G09;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,19,8,aggregate,1024,1024,,,,,0,6,0.001,-0.006496724230681624;0.3475915125455658;-0.5993251131869253;-0.6796416576775481;-0.2184737241278938;-2.998283780575917,-0.0061662854834907;-1.834843917144193;1.625365682252953;-0.2476558434438611;-0.3264967433509613;-0.2217069889004171,"[1,u,v,u*v,u^2,v^2]"
CV01,20,4,1,820,204,G01;G04;G05;G07;G08;G09;G11;G12,G02;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,20,4,2,701,323,G01;G02;G04;G08;G09;G10;G11,G05;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,20,4,3,836,188,G01;G02;G04;G05;G07;G10;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,20,4,4,715,309,G02;G05;G07;G08;G09;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,20,4,aggregate,1024,1024,,,,,0,6,0.001,-0.002659656111900608;0.2145947321080207;-0.5263785791482514;-0.05950264676583894;-0.2197253231805117;-0.7449717922729349,-0.001923564920578758;-1.019705580009624;0.6208700395149102;-1.085450643647064;-0.972325473657778;-1.195618183974007,"[1,u,v,u*v,u^2,v^2]"
CV01,20,6,1,820,204,G01;G04;G05;G07;G08;G09;G11;G12,G02;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,20,6,2,701,323,G01;G02;G04;G08;G09;G10;G11,G05;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,20,6,3,836,188,G01;G02;G04;G05;G07;G10;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,20,6,4,715,309,G02;G05;G07;G08;G09;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,20,6,aggregate,1024,1024,,,,,0,6,0.001,-0.004763465415877771;0.5944080654578703;-0.7274317094048591;-0.0490074932433904;-0.06046163052239554;-1.708356658427807,-0.004104008615044908;-1.918215205598594;1.546235339778928;-0.1767720275202479;-0.3032922985426739;-0.09290291129526389,"[1,u,v,u*v,u^2,v^2]"
CV01,20,8,1,820,204,G01;G04;G05;G07;G08;G09;G11;G12,G02;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,20,8,2,701,323,G01;G02;G04;G08;G09;G10;G11,G05;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV01,20,8,3,836,188,G01;G02;G04;G05;G07;G10;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
